,Molecule,atom 1,atom 2,dipole_moment,electronegativity1,electronegativity2,eletron_affinity1,eletron_affinity2,ionic_potential1,ionic_potential2,ionic_character,Period1,Period2,Group1,Group2,Sum_Ionic,Sum_Affinity,Prod_Ionic,Prod_Affinity,Diff_Ionic,Diff_Affinity,Sum_Electronegativity,Prod_Electronegativity,Diff_Electronegativity,Source,ionic_character_4th_root,Prod_Ionic_Recip,ionic_character_2nd_root,Diff_Ionic_4th_root
111,CdSr,Sr,Cd,0.01,0.95,1.69,0.052,-0.7,5.6949,8.9938,13.7566,5,5,2,12,14.6887,-0.648,51.21879162,-0.0364,3.2989,0.752,2.64,1.6055,0.74,"Klaudia Zaremba-Kopczyk and Michał Tomza, Van der Waals molecules consisting of a zinc or cadmium atom interacting with an alkali-metal or alkaline-earth-metal atom, Physical Review A, vol. 104, no. 4, p. 042816, October 2021. DOI: 10.1103/PhysRevA.104.042816.",1.9258735889457144,0.0195240841958777,3.7089890805986476,1.3476970810194921
112,CdZn,Cd,Zn,0.01,1.69,1.65,-0.7,-0.6,8.9938,9.3942,0.6456,5,4,12,12,18.388,-1.3,84.48955596,0.42,0.4004,0.1,3.34,2.7885,0.04,"Klaudia Zaremba-Kopczyk and Michał Tomza, Van der Waals molecules consisting of a zinc or cadmium atom interacting with an alkali-metal or alkaline-earth-metal atom, Physical Review A, vol. 104, no. 4, p. 042816, October 2021. DOI: 10.1103/PhysRevA.104.042816.",0.8963773630921447,0.0118357824069217,0.8034923770640267,0.7954694719360731
113,CdZn,Zn,Cd,0.01,1.65,1.69,-0.6,-0.7,9.3942,8.9938,0.6456,4,5,12,12,18.388,-1.3,84.48955596,0.42,0.4004,0.1,3.34,2.7885,0.04,"Klaudia Zaremba-Kopczyk and Michał Tomza, Van der Waals molecules consisting of a zinc or cadmium atom interacting with an alkali-metal or alkaline-earth-metal atom, Physical Review A, vol. 104, no. 4, p. 042816, October 2021. DOI: 10.1103/PhysRevA.104.042816.",0.8963773630921447,0.0118357824069217,0.8034923770640267,0.7954694719360731
114,CF,C,F,0.645,2.55,3.98,1.262,3.401,11.2603,17.4228,30.03715,2,2,14,17,28.6831,4.663,196.1859548,4.292062,6.1625,2.139,6.53,10.149,1.43,"S. Saito, Y. Endo, M. Takami, and E. Hirota, J. Chem. Phys. 78, 116 (1983).",2.341071515633033,0.0050972048484278,5.480615841308347,1.5755755511752783
115,CF,C,F,0.645,2.55,3.98,1.262,3.401,11.2603,17.4228,30.03715,2,2,14,17,28.6831,4.663,196.1859548,4.292062,6.1625,2.139,6.53,10.149,1.43,"S. Saito, Y. Endo, M. Takami, and E. Hirota, J. Chem. Phys. 78, 116 (1983).",2.341071515633033,0.0050972048484278,5.480615841308347,1.5755755511752783
116,CH,C,H,1.46,2.55,2.2,1.262,0.754,11.2603,13.5984,6.02875,2,1,14,1,24.8587,2.016,153.1220635,0.951548,2.3381,0.508,4.75,5.61,0.35,"W. M. Haynes, CRC handbook of chemistry and physics, CRC press, 2014 ",1.56695606150726,0.0065307374857836,2.4553512986943438,1.2365616416232597
117,CH,H,C,1.46,2.2,2.55,0.754,1.262,13.5984,11.2603,6.02875,1,2,1,14,24.8587,2.016,153.1220635,0.951548,2.3381,0.508,4.75,5.61,0.35,"W. M. Haynes, CRC handbook of chemistry and physics, CRC press, 2014 ",1.56695606150726,0.0065307374857836,2.4553512986943438,1.2365616416232597
118,ClF,Cl,F,0.8881,3.16,3.98,3.612,3.401,12.9676,17.4228,15.4734,3,2,17,17,30.3904,7.013,225.9319013,12.284412,4.4552,0.211,7.14,12.5768,0.82,"R.E. Davis and J.S. Muenter, J. Chem. Phys. 57, 2836 (1972).",1.9833366539809876,0.0044261124447059,3.9336242830244985,1.452836697404696
119,ClF,F,Cl,0.8881,3.98,3.16,3.401,3.612,17.4228,12.9676,15.4734,2,3,17,17,30.3904,7.013,225.9319013,12.284412,4.4552,0.211,7.14,12.5768,0.82,"R.E. Davis and J.S. Muenter, J. Chem. Phys. 57, 2836 (1972).",1.9833366539809876,0.0044261124447059,3.9336242830244985,1.452836697404696
120,ClH,Cl,H,1.1086,3.16,2.2,3.612,0.754,12.9676,13.5984,18.5856,3,1,17,1,26.566,4.366,176.3386118,2.723448,0.6308,2.858,5.36,6.952,0.96,"F.A. DeLeeuw and A. Dymanus, J. Mol. Spectrosc. 48, 427 (1973).",2.0763193269096143,0.0056709077484072,4.311101947298393,0.8911953691904998
121,ClH,H,Cl,1.1086,2.2,3.16,0.754,3.612,13.5984,12.9676,18.5856,1,3,1,17,26.566,4.366,176.3386118,2.723448,0.6308,2.858,5.36,6.952,0.96,"F.A. DeLeeuw and A. Dymanus, J. Mol. Spectrosc. 48, 427 (1973).",2.0763193269096143,0.0056709077484072,4.311101947298393,0.8911953691904998
122,ClO,Cl,O,1.239,3.16,3.44,3.612,1.461,12.9676,13.6181,4.7544,3,2,17,16,26.5857,5.073,176.5940736,5.277132,0.6505,2.151,6.6,10.8704,0.28,"T. Amano, S. Saito, E. Hirota, Y. Morino, D.R. Johnson, and F.X. Powell, J. Mol. Spectrosc. 30, 275 (1969).",1.476637622216438,0.0056627041871466,2.1804586673450155,0.8980733834476826
123,ClO,O,Cl,1.239,3.44,3.16,1.461,3.612,13.6181,12.9676,4.7544,2,3,16,17,26.5857,5.073,176.5940736,5.277132,0.6505,2.151,6.6,10.8704,0.28,"T. Amano, S. Saito, E. Hirota, Y. Morino, D.R. Johnson, and F.X. Powell, J. Mol. Spectrosc. 30, 275 (1969).",1.476637622216438,0.0056627041871466,2.1804586673450155,0.8980733834476826
124,CN,C,N,1.45,2.55,3.04,1.262,-0.07,11.2603,14.5341,8.68035,2,2,14,15,25.7944,1.192,163.6583262,-0.08834,3.2738,1.332,5.59,7.752,0.49,Ritchie Thomson and F. W. Dalby. 1968. Experimental determination of the dipole moments of the X(2Σ+) and B(2Σ+) states of the CN molecule. Canadian Journal of Physics. 46(24): 2815-2819. https://doi.org/10.1139/p68-652,1.7164624583144528,0.006110291014329,2.946243370802894,1.3451262131601893
125,CN,N,C,1.45,3.04,2.55,-0.07,1.262,14.5341,11.2603,8.68035,2,2,15,14,25.7944,1.192,163.6583262,-0.08834,3.2738,1.332,5.59,7.752,0.49,Ritchie Thomson and F. W. Dalby. 1968. Experimental determination of the dipole moments of the X(2Σ+) and B(2Σ+) states of the CN molecule. Canadian Journal of Physics. 46(24): 2815-2819. https://doi.org/10.1139/p68-652,1.7164624583144528,0.006110291014329,2.946243370802894,1.3451262131601893
126,CO,C,O,0.122,2.55,3.44,1.262,1.461,11.2603,13.6181,17.01235,2,2,14,16,24.8784,2.723,153.3438914,1.843782,2.3578,0.199,5.99,8.772,0.89,"Scuseria, Gustavo E.; Miller, Michael D.; Jensen, Frank; Geertsen, Jan (1991). ""The dipole moment of carbon monoxide"". J. Chem. Phys. 94 (10): 6660. Bibcode:1991JChPh..94.6660S. doi:10.1063/1.460293.",2.030911866920864,0.0065212900942462,4.124603011199987,1.2391581592403786
127,CO,O,C,0.122,3.44,2.55,1.461,1.262,13.6181,11.2603,17.01235,2,2,16,14,24.8784,2.723,153.3438914,1.843782,2.3578,0.199,5.99,8.772,0.89,"Scuseria, Gustavo E.; Miller, Michael D.; Jensen, Frank; Geertsen, Jan (1991). ""The dipole moment of carbon monoxide"". J. Chem. Phys. 94 (10): 6660. Bibcode:1991JChPh..94.6660S. doi:10.1063/1.460293.",2.030911866920864,0.0065212900942462,4.124603011199987,1.2391581592403786
128,CoF,Co,F,2.82,1.88,3.98,0.662,3.401,7.881,17.4228,49.035,4,2,9,17,25.3038,4.063,137.3090868,2.251462,9.5418,2.739,5.86,7.4824,2.1,"Hailing Wang, Xiujuan Zhuang, Timothy C. Steimle; The permanent electric dipole moments of cobalt monofluoride, CoF, and monohydride, CoH. J. Chem. Phys. 21 September 2009; 131 (11): 114315. https://doi.org/10.1063/1.3226672",2.64622364015795,0.0072828392009959,7.002499553730796,1.7575495481810726
129,CoF,F,Co,2.82,3.98,1.88,3.401,0.662,17.4228,7.881,49.035,2,4,17,9,25.3038,4.063,137.3090868,2.251462,9.5418,2.739,5.86,7.4824,2.1,"Hailing Wang, Xiujuan Zhuang, Timothy C. Steimle; The permanent electric dipole moments of cobalt monofluoride, CoF, and monohydride, CoH. J. Chem. Phys. 21 September 2009; 131 (11): 114315. https://doi.org/10.1063/1.3226672",2.64622364015795,0.0072828392009959,7.002499553730796,1.7575495481810726
130,CoH,Co,H,1.88,1.88,2.2,0.662,0.754,7.881,13.5984,5.4784,4,1,9,1,21.4794,1.416,107.1689904,0.499148,5.7174,0.092,4.08,4.136,0.32,"Hailing Wang, Xiujuan Zhuang, Timothy C. Steimle; The permanent electric dipole moments of cobalt monofluoride, CoF, and monohydride, CoH. J. Chem. Phys. 21 September 2009; 131 (11): 114315. https://doi.org/10.1063/1.3226672",1.5299013739886786,0.0093310573913925,2.340598214132447,1.5463209658838157
131,CoH,H,Co,1.88,2.2,1.88,0.754,0.662,13.5984,7.881,5.4784,1,4,1,9,21.4794,1.416,107.1689904,0.499148,5.7174,0.092,4.08,4.136,0.32,"Hailing Wang, Xiujuan Zhuang, Timothy C. Steimle; The permanent electric dipole moments of cobalt monofluoride, CoF, and monohydride, CoH. J. Chem. Phys. 21 September 2009; 131 (11): 114315. https://doi.org/10.1063/1.3226672",1.5299013739886786,0.0093310573913925,2.340598214132447,1.5463209658838157
132,CoO,Co,O,4.18,1.88,3.44,0.662,1.461,7.881,13.6181,33.4776,4,2,9,16,21.4991,2.123,107.3242461,0.967182,5.7371,0.799,5.32,6.4672,1.56,"Zhuang X, Steimle TC. The electric dipole moment of cobalt monoxide, CoO. J Chem Phys. 2014 Mar 28;140(12):124301. doi: 10.1063/1.4868551. PMID: 24697435.",2.4054070471627087,0.0093175590450292,5.785983062540021,1.5476512576718384
133,CoO,O,Co,4.18,3.44,1.88,1.461,0.662,13.6181,7.881,33.4776,2,4,16,9,21.4991,2.123,107.3242461,0.967182,5.7371,0.799,5.32,6.4672,1.56,"Zhuang X, Steimle TC. The electric dipole moment of cobalt monoxide, CoO. J Chem Phys. 2014 Mar 28;140(12):124301. doi: 10.1063/1.4868551. PMID: 24697435.",2.4054070471627087,0.0093175590450292,5.785983062540021,1.5476512576718384
134,CrBa,Cr,Ba,2.67,1.66,0.89,0.675,0.144,6.7665,5.2117,14.39515,4,6,6,2,11.9782,0.819,35.26496805,0.0972,1.5548,0.531,2.55,1.4774,0.77,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.9478434471933672,0.0283567533247772,3.79409409477414,1.1166540180652675
135,CrBa,Ba,Cr,2.67,0.89,1.66,0.144,0.675,5.2117,6.7665,14.39515,6,4,2,6,11.9782,0.819,35.26496805,0.0972,1.5548,0.531,2.55,1.4774,0.77,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.9478434471933672,0.0283567533247772,3.79409409477414,1.1166540180652675
136,CrBe,Cr,Be,1.43,1.66,1.57,0.675,-0.5,6.7665,9.3227,1.46835,4,2,6,2,16.0892,0.175,63.08204955,-0.3375,2.5562,1.175,3.23,2.6062,0.09,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.100797404483333,0.0158523701612989,1.2117549257172426,1.2644414019632564
137,CrBe,Be,Cr,1.43,1.57,1.66,-0.5,0.675,9.3227,6.7665,1.46835,2,4,2,6,16.0892,0.175,63.08204955,-0.3375,2.5562,1.175,3.23,2.6062,0.09,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.100797404483333,0.0158523701612989,1.2117549257172426,1.2644414019632564
138,CrCa,Cr,Ca,0.76,1.66,1.0,0.675,0.024,6.7665,6.1132,12.0846,4,4,6,2,12.8797,0.699,41.3649678,0.0162,0.6533,0.651,2.66,1.66,0.66,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.8644814633160225,0.0241750460156287,3.4762911270490564,0.8990382399820336
139,CrCa,Ca,Cr,0.76,1.0,1.66,0.024,0.675,6.1132,6.7665,12.0846,4,4,2,6,12.8797,0.699,41.3649678,0.0162,0.6533,0.651,2.66,1.66,0.66,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.8644814633160225,0.0241750460156287,3.4762911270490564,0.8990382399820336
140,CrMg,Cr,Mg,0.1,1.66,1.31,0.675,-0.4,6.7665,7.6462,6.02875,4,3,6,2,14.4127,0.275,51.7380123,-0.27,0.8797,1.075,2.97,2.1746,0.35,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.56695606150726,0.0193281487932229,2.4553512986943438,0.9684643709487764
141,CrMg,Mg,Cr,0.1,1.31,1.66,-0.4,0.675,7.6462,6.7665,6.02875,3,4,2,6,14.4127,0.275,51.7380123,-0.27,0.8797,1.075,2.97,2.1746,0.35,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.56695606150726,0.0193281487932229,2.4553512986943438,0.9684643709487764
142,CrN,Cr,N,2.31,1.66,3.04,0.675,-0.07,6.7665,14.5341,28.7454,4,2,6,15,21.3006,0.605,98.34498765,-0.04725,7.7676,0.745,4.7,5.0464,1.38,"Timothy C. Steimle, J. Scott Robinson, Damian Goodridge; The permanent electric dipole moments of chromium and vanadium mononitride: CrN and VN. J. Chem. Phys. 8 January 1999; 110 (2): 881–889. https://doi.org/10.1063/1.478055",2.315485624660744,0.010168286395631,5.361473678010553,1.6694434528018842
143,CrN,N,Cr,2.31,3.04,1.66,-0.07,0.675,14.5341,6.7665,28.7454,2,4,15,6,21.3006,0.605,98.34498765,-0.04725,7.7676,0.745,4.7,5.0464,1.38,"Timothy C. Steimle, J. Scott Robinson, Damian Goodridge; The permanent electric dipole moments of chromium and vanadium mononitride: CrN and VN. J. Chem. Phys. 8 January 1999; 110 (2): 881–889. https://doi.org/10.1063/1.478055",2.315485624660744,0.010168286395631,5.361473678010553,1.6694434528018842
144,CrO,Cr,O,3.88,1.66,3.44,0.675,1.461,6.7665,13.6181,39.5694,4,2,6,16,20.3846,2.136,92.14687365,0.986175,6.8516,0.786,5.1,5.7104,1.78,"Timothy C. Steimle, David F. Nachman, Jeffrey E. Shirley, Charles W. Bauschlicher, Stephen R. Langhoff; The permanent electric dipole moment of chromium monoxide. J. Chem. Phys. 15 August 1989; 91 (4): 2049–2053. https://doi.org/10.1063/1.457065",2.508071228962228,0.0108522401291473,6.290421289548101,1.6178863100049754
145,CrO,O,Cr,3.88,3.44,1.66,1.461,0.675,13.6181,6.7665,39.5694,2,4,16,6,20.3846,2.136,92.14687365,0.986175,6.8516,0.786,5.1,5.7104,1.78,"Timothy C. Steimle, David F. Nachman, Jeffrey E. Shirley, Charles W. Bauschlicher, Stephen R. Langhoff; The permanent electric dipole moment of chromium monoxide. J. Chem. Phys. 15 August 1989; 91 (4): 2049–2053. https://doi.org/10.1063/1.457065",2.508071228962228,0.0108522401291473,6.290421289548101,1.6178863100049754
146,CrSr,Cr,Sr,1.48,1.66,0.95,0.675,0.052,6.7665,5.6949,13.12435,4,5,6,2,12.4614,0.727,38.53454085,0.0351,1.0716,0.623,2.61,1.577,0.71,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.9033534818614068,0.025950743876581,3.622754476913941,1.0174385207807903
147,CrSr,Sr,Cr,1.48,0.95,1.66,0.052,0.675,5.6949,6.7665,13.12435,5,4,2,6,12.4614,0.727,38.53454085,0.0351,1.0716,0.623,2.61,1.577,0.71,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.9033534818614068,0.025950743876581,3.622754476913941,1.0174385207807903
148,CrYb,Cr,Yb,1.19,1.66,1.1,0.666,0.02,6.767,6.254,10.0576,4,6,6,3,13.021,0.686,42.320818,0.01332,0.513,0.646,2.76,1.826,0.56,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.7808346197405216,0.0236290328792794,3.171371942866368,0.8463097442300894
149,CrYb,Yb,Cr,1.19,1.1,1.66,0.02,0.666,6.254,6.767,10.0576,6,4,3,6,13.021,0.686,42.320818,0.01332,0.513,0.646,2.76,1.826,0.56,"Michał Tomza, Prospects for ultracold polar and magnetic chromium–closed-shell-atom molecules, Physical Review A, vol. 88, no. 1, p. 012519, July 2013. DOI: 10.1103/PhysRevA.88.012519.",1.7808346197405216,0.0236290328792794,3.171371942866368,0.8463097442300894
150,CS,C,S,1.9585,2.55,2.58,1.262,2.077,11.2603,10.36,0.48315,2,3,14,16,21.6203,3.339,116.656708,2.621174,0.9003,0.815,5.13,6.579,0.03,"Gisbert Winnewisser, Robert L. Cook,
The dipole moment of carbon monosulfide,
Journal of Molecular Spectroscopy,
Volume 28, Issue 2,
1968,
Pages 266-268,
",0.8337205300580531,0.008572160291031,0.6950899222402811,0.9740849032602655
151,CS,C,S,1.9585,2.55,2.58,1.262,2.077,11.2603,10.36,0.48315,2,3,14,16,21.6203,3.339,116.656708,2.621174,0.9003,0.815,5.13,6.579,0.03,"Gisbert Winnewisser, Robert L. Cook,
The dipole moment of carbon monosulfide,
Journal of Molecular Spectroscopy,
Volume 28, Issue 2,
1968,
Pages 266-268,
",0.8337205300580531,0.008572160291031,0.6950899222402811,0.9740849032602655
152,CsBa,Cs,Ba,2.19,0.79,0.89,0.4715983,0.144,3.8939,5.2117,1.635,6,6,1,2,9.1056,0.6155983,20.29383863,0.0679101552,1.3178,0.3275983,1.68,0.7031,0.1,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.1307834387071831,0.0492760397986864,1.2786711852544421,1.0714264804171592
153,CsBa,Ba,Cs,2.19,0.89,0.79,0.144,0.4715983,5.2117,3.8939,1.635,6,6,2,1,9.1056,0.6155983,20.29383863,0.0679101552,1.3178,0.3275983,1.68,0.7031,0.1,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.1307834387071831,0.0492760397986864,1.2786711852544421,1.0714264804171592
154,CsBe,Cs,Be,1.72,0.79,1.57,0.4715983,-0.5,3.8939,9.3227,14.6094,6,2,1,2,13.2166,-0.0284017,36.30166153,-0.23579915,5.4288,0.9715983,2.36,1.2403,0.78,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.9550510180564256,0.0275469484826084,3.8222244832034655,1.5264267229951498
155,CsBe,Be,Cs,1.72,1.57,0.79,-0.5,0.4715983,9.3227,3.8939,14.6094,2,6,2,1,13.2166,-0.0284017,36.30166153,-0.23579915,5.4288,0.9715983,2.36,1.2403,0.78,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.9550510180564256,0.0275469484826084,3.8222244832034655,1.5264267229951498
156,CsBr,Cs,Br,10.82,0.79,2.96,0.4715983,3.363,3.8939,11.8138,51.20115,6,4,1,17,15.7077,3.8345983,46.00175582,1.585985083,7.9199,2.8914017,3.75,2.3384,2.17,"T.L. Story, Jr. and A.J. Hebert, J. Chem. Phys 64, 855 (1976).",2.674976240313368,0.0217383006838455,7.15549788624104,1.677567193620456
157,CsBr,Br,Cs,10.82,2.96,0.79,3.363,0.4715983,11.8138,3.8939,51.20115,4,6,17,1,15.7077,3.8345983,46.00175582,1.585985083,7.9199,2.8914017,3.75,2.3384,2.17,"T.L. Story, Jr. and A.J. Hebert, J. Chem. Phys 64, 855 (1976).",2.674976240313368,0.0217383006838455,7.15549788624104,1.677567193620456
158,CsCa,Cs,Ca,2.18,0.79,1.0,0.4715983,0.024,3.8939,6.1132,3.51435,6,4,1,2,10.0071,0.4955983,23.80418948,0.0113183592,2.2193,0.4475983,1.79,0.79,0.21,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.3691822264285138,0.0420094118659317,1.8746599691677421,1.2205455826947362
159,CsCa,Ca,Cs,2.18,1.0,0.79,0.024,0.4715983,6.1132,3.8939,3.51435,4,6,2,1,10.0071,0.4955983,23.80418948,0.0113183592,2.2193,0.4475983,1.79,0.79,0.21,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.3691822264285138,0.0420094118659317,1.8746599691677421,1.2205455826947362
160,CsCl,Cs,Cl,10.387,0.79,3.16,0.4715983,3.612,3.8939,12.9676,57.57915,6,3,1,17,16.8615,4.0835983,50.49453764,1.70341306,9.0737,3.1404017,3.95,2.4964,2.37,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.754649278169188,0.0198041223216951,7.588092645718026,1.7355858633493844
161,CsCl,Cl,Cs,10.387,3.16,0.79,3.612,0.4715983,12.9676,3.8939,57.57915,3,6,17,1,16.8615,4.0835983,50.49453764,1.70341306,9.0737,3.1404017,3.95,2.4964,2.37,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",2.754649278169188,0.0198041223216951,7.588092645718026,1.7355858633493844
162,CSe,C,Se,1.99,2.55,2.55,1.262,2.02,11.2603,9.7524,0.0,2,4,14,16,21.0127,3.282,109.8149497,2.54924,1.5079,0.758,5.1,6.5025,0.0,"J. McGurk, H.L. Tigelaar, S. Rock, C.L. Norris, and W.H. Flygare, J. Chem. Phys. 58, 1420 (1973).",0.0,0.0091062282752199,0.0,1.1081361818699438
163,CSe,C,Se,1.99,2.55,2.55,1.262,2.02,11.2603,9.7524,0.0,2,4,14,16,21.0127,3.282,109.8149497,2.54924,1.5079,0.758,5.1,6.5025,0.0,"J. McGurk, H.L. Tigelaar, S. Rock, C.L. Norris, and W.H. Flygare, J. Chem. Phys. 58, 1420 (1973).",0.0,0.0091062282752199,0.0,1.1081361818699438
164,CsF,Cs,F,7.8839,0.79,3.98,0.4715983,3.401,3.8939,17.4228,86.65635,6,2,1,17,21.3167,3.8725983,67.84264092,1.603905818,13.5289,2.9294017,4.77,3.1442,3.19,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",3.051055432491884,0.0147399922296539,9.308939252138238,1.917854348879889
165,CsF,F,Cs,7.8839,3.98,0.79,3.401,0.4715983,17.4228,3.8939,86.65635,2,6,17,1,21.3167,3.8725983,67.84264092,1.603905818,13.5289,2.9294017,4.77,3.1442,3.19,"A.J. Hebert, F.J. Lovas, C.A. Melendres, C.D. Hollowell, T.L. Story, Jr., and K. Street, Jr., J. Chem. Phys. 48, 2824 (1968).",3.051055432491884,0.0147399922296539,9.308939252138238,1.917854348879889
166,CsFr,Cs,Fr,0.88,0.79,0.7,0.4715983,0.486,3.8939,4.0727,1.46835,6,7,1,1,7.9666,0.9575983,15.85868653,0.2291967738,0.1788,0.0144017,1.49,0.553,0.09,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.100797404483333,0.0630569245509892,1.2117549257172426,0.6502672452440762
167,CsFr,Fr,Cs,0.88,0.7,0.79,0.486,0.4715983,4.0727,3.8939,1.46835,7,6,1,1,7.9666,0.9575983,15.85868653,0.2291967738,0.1788,0.0144017,1.49,0.553,0.09,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.100797404483333,0.0630569245509892,1.2117549257172426,0.6502672452440762
168,CsI,Cs,I,11.69,0.79,2.66,0.4715983,3.059,3.8939,10.4513,42.15915,6,5,1,17,14.3452,3.5305983,40.69631707,1.4426192,6.5574,2.5874017,3.45,2.1014,1.87,"T.L. Story, Jr. and A.J. Hebert, J. Chem. Phys 64, 855 (1976).",2.5481381001825616,0.0245722481049069,6.493007777601995,1.6002318831796833
169,CsI,I,Cs,11.69,2.66,0.79,3.059,0.4715983,10.4513,3.8939,42.15915,5,6,17,1,14.3452,3.5305983,40.69631707,1.4426192,6.5574,2.5874017,3.45,2.1014,1.87,"T.L. Story, Jr. and A.J. Hebert, J. Chem. Phys 64, 855 (1976).",2.5481381001825616,0.0245722481049069,6.493007777601995,1.6002318831796833
170,CsMg,Cs,Mg,0.88,0.79,1.31,0.4715983,-0.4,3.8939,7.6462,9.2664,6,3,1,2,11.5401,0.0715983,29.77353818,-0.18863932,3.7523,0.8715983,2.1,1.0349,0.52,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.744728120525315,0.0335868714680251,3.0440762145517977,1.3917921682204921
171,CsMg,Mg,Cs,0.88,1.31,0.79,-0.4,0.4715983,7.6462,3.8939,9.2664,3,6,2,1,11.5401,0.0715983,29.77353818,-0.18863932,3.7523,0.8715983,2.1,1.0349,0.52,"Hela Ladjimi and Michał Tomza, Diatomic molecules of alkali-metal and alkaline-earth-metal atoms: Interaction potentials, dipole moments, and polarizabilities, Physical Review A, vol. 109, no. 5, p. 052814, May 2024. DOI: 10.1103/PhysRevA.109.052814.",1.744728120525315,0.0335868714680251,3.0440762145517977,1.3917921682204921
